ticket,customer_id,complaint_category,complaint_date,severity
TICKET005877,CUST070690,KYC Verification Delay,2024-07-09,7
TICKET005878,CUST070375,Card Not Working,2024-12-23,7
TICKET005879,CUST007283,Poor Customer Service,2024-08-15,8
TICKET005880,CUST097504,Account Locked,2025-04-20,7
TICKET005881,CUST044056,ATM Withdrawal Failed,2024-06-11,5
TICKET005882,CUST063914,Card Not Working,2025-02-14,9
TICKET005883,CUST041619,Unauthorized Transaction,2024-11-27,9
TICKET005884,CUST077416,Mobile App Issues,2024-12-11,6
TICKET005885,CUST080831,Delayed Refund,2024-09-01,9
TICKET005886,CUST088667,Mobile App Issues,2024-12-08,8
TICKET005887,CUST047424,ATM Withdrawal Failed,2025-03-21,9
TICKET005888,CUST080459,Loan Application Rejected,2024-08-13,9
TICKET005889,CUST037178,ATM Withdrawal Failed,2025-01-15,9
TICKET005890,CUST065939,Delayed Refund,2024-08-12,5
TICKET005891,CUST021813,Incorrect Charges,2024-12-15,5
TICKET005892,CUST078587,Unauthorized Transaction,2025-01-22,2
TICKET005893,CUST043567,Mobile App Issues,2024-06-19,0
TICKET005894,CUST034670,ATM Withdrawal Failed,2024-10-31,9
TICKET005895,CUST003560,Incorrect Charges,2024-09-13,5
TICKET005896,CUST020825,Incorrect Charges,2024-10-29,7
TICKET005897,CUST074588,ATM Withdrawal Failed,2025-02-27,6
TICKET005898,CUST081978,Mobile App Issues,2024-06-04,10
TICKET005899,CUST023663,Incorrect Charges,2024-07-28,8
TICKET005900,CUST075208,Account Locked,2024-05-19,6
TICKET005901,CUST067576,Unauthorized Transaction,2025-03-11,3
TICKET005902,CUST034647,Delayed Refund,2024-11-08,9
TICKET005903,CUST039117,ATM Withdrawal Failed,2024-10-01,1
TICKET005904,CUST099223,Mobile App Issues,2024-05-30,10
TICKET005905,CUST098784,Poor Customer Service,2024-07-11,5
TICKET005906,CUST031025,Card Not Working,2024-05-19,2
TICKET005907,CUST053341,Account Locked,2025-01-11,8
TICKET005908,CUST024434,Poor Customer Service,2025-03-18,6
TICKET005909,CUST003365,ATM Withdrawal Failed,2024-12-12,8
TICKET005910,CUST063227,Delayed Refund,2025-03-14,9
TICKET005911,CUST091339,Delayed Refund,2024-09-24,4
TICKET005912,CUST078627,Delayed Refund,2025-02-09,7
TICKET005913,CUST011839,Account Locked,2024-12-03,2
TICKET005914,CUST058088,Account Locked,2024-07-04,5
TICKET005915,CUST023512,ATM Withdrawal Failed,2025-01-18,6
TICKET005916,CUST040393,ATM Withdrawal Failed,2024-07-01,8
TICKET005917,CUST095619,Loan Application Rejected,2024-11-10,9
TICKET005918,CUST078330,Unauthorized Transaction,2024-12-10,2
TICKET005919,CUST037232,KYC Verification Delay,2025-02-27,2
TICKET005920,CUST055539,Delayed Refund,2024-06-04,4
TICKET005921,CUST018489,KYC Verification Delay,2024-06-21,7
TICKET005922,CUST058877,Card Not Working,2024-05-16,8
TICKET005923,CUST080656,Poor Customer Service,2024-07-11,10
TICKET005924,CUST000586,ATM Withdrawal Failed,2024-11-28,0
TICKET005925,CUST061561,Loan Application Rejected,2024-07-24,6
TICKET005926,CUST071653,Unauthorized Transaction,2024-10-23,8
TICKET005927,CUST069773,Loan Application Rejected,2024-12-27,6
TICKET005928,CUST017455,ATM Withdrawal Failed,2025-02-05,5
TICKET005929,CUST079461,Unauthorized Transaction,2024-07-04,5
TICKET005930,CUST035504,Mobile App Issues,2024-12-22,7
TICKET005931,CUST003465,Card Not Working,2025-03-27,6
TICKET005932,CUST027821,Delayed Refund,2024-06-14,0
TICKET005933,CUST073871,Poor Customer Service,2024-07-20,3
TICKET005934,CUST006322,Poor Customer Service,2024-07-17,1
TICKET005935,CUST039106,Card Not Working,2025-02-16,5
TICKET005936,CUST094365,Delayed Refund,2024-07-29,10
TICKET005937,CUST043686,KYC Verification Delay,2025-03-09,1
TICKET005938,CUST008132,Card Not Working,2025-04-16,0
TICKET005939,CUST012934,Card Not Working,2024-05-27,6
TICKET005940,CUST053735,Incorrect Charges,2024-07-08,7
TICKET005941,CUST021741,Incorrect Charges,2025-01-30,1
TICKET005942,CUST046334,Poor Customer Service,2024-11-17,1
TICKET005943,CUST005505,Card Not Working,2024-07-02,2
TICKET005944,CUST093346,Card Not Working,2025-02-11,9
TICKET005945,CUST082440,Loan Application Rejected,2024-11-05,0
TICKET005946,CUST099064,Incorrect Charges,2025-04-10,6
TICKET005947,CUST005198,Incorrect Charges,2024-10-16,3
TICKET005948,CUST086100,KYC Verification Delay,2024-10-12,1
TICKET005949,CUST030578,Card Not Working,2024-08-15,1
TICKET005950,CUST016258,Account Locked,2024-09-23,4
TICKET005951,CUST062116,Mobile App Issues,2025-03-31,5
TICKET005952,CUST033577,Incorrect Charges,2024-09-08,3
TICKET005953,CUST059717,KYC Verification Delay,2024-05-30,4
TICKET005954,CUST059884,ATM Withdrawal Failed,2025-04-02,6
TICKET005955,CUST093046,Card Not Working,2024-06-30,7
TICKET005956,CUST013649,Loan Application Rejected,2024-08-12,7
TICKET005957,CUST065139,Mobile App Issues,2024-11-16,3
TICKET005958,CUST035206,Card Not Working,2024-12-21,5
TICKET005959,CUST037279,Delayed Refund,2024-06-21,1
TICKET005960,CUST045107,Account Locked,2024-09-18,3
TICKET005961,CUST067235,Delayed Refund,2024-08-30,9
TICKET005962,CUST050702,ATM Withdrawal Failed,2024-09-25,10
TICKET005963,CUST025312,KYC Verification Delay,2025-03-28,5
TICKET005964,CUST067594,Delayed Refund,2024-12-15,0
TICKET005965,CUST094521,Delayed Refund,2024-10-10,0
TICKET005966,CUST027242,Poor Customer Service,2025-01-07,7
TICKET005967,CUST004808,Incorrect Charges,2024-10-17,3
TICKET005968,CUST091357,Loan Application Rejected,2024-11-12,0
TICKET005969,CUST036301,Incorrect Charges,2025-03-14,3
TICKET005970,CUST016734,Loan Application Rejected,2024-07-01,3
TICKET005971,CUST065776,Account Locked,2025-02-22,10
TICKET005972,CUST060562,Loan Application Rejected,2025-04-22,6
TICKET005973,CUST028588,Card Not Working,2025-04-29,4
TICKET005974,CUST033557,Card Not Working,2025-03-12,10
TICKET005975,CUST065582,Delayed Refund,2024-11-28,7
TICKET005976,CUST013321,Account Locked,2024-12-03,0
TICKET005977,CUST018469,ATM Withdrawal Failed,2025-03-18,6
TICKET005978,CUST088107,KYC Verification Delay,2024-08-04,4
TICKET005979,CUST081785,Account Locked,2024-08-15,4
TICKET005980,CUST077089,Account Locked,2024-06-25,0
TICKET005981,CUST087047,Delayed Refund,2024-11-09,1
TICKET005982,CUST053831,Loan Application Rejected,2025-03-23,1
TICKET005983,CUST025845,Poor Customer Service,2024-12-27,2
TICKET005984,CUST022828,Mobile App Issues,2025-03-23,2
TICKET005985,CUST009968,Poor Customer Service,2024-10-03,5
TICKET005986,CUST099797,Incorrect Charges,2024-05-12,8
TICKET005987,CUST011814,Loan Application Rejected,2025-03-02,4
TICKET005988,CUST061233,Incorrect Charges,2025-01-04,0
TICKET005989,CUST053904,Loan Application Rejected,2024-07-09,2
TICKET005990,CUST001734,Account Locked,2024-07-23,6
TICKET005991,CUST035945,Delayed Refund,2024-07-25,10
TICKET005992,CUST043122,ATM Withdrawal Failed,2025-03-28,10
TICKET005993,CUST058523,Delayed Refund,2024-11-07,1
TICKET005994,CUST013501,Loan Application Rejected,2025-05-06,8
TICKET005995,CUST085101,ATM Withdrawal Failed,2025-02-03,10
TICKET005996,CUST078179,Unauthorized Transaction,2025-01-07,4
TICKET005997,CUST099652,Poor Customer Service,2024-11-21,10
TICKET005998,CUST067965,Incorrect Charges,2025-01-22,9
TICKET005999,CUST032377,KYC Verification Delay,2025-03-18,2
TICKET006000,CUST035713,Unauthorized Transaction,2024-06-27,10
TICKET006001,CUST058423,Delayed Refund,2025-01-12,7
TICKET006002,CUST029210,Loan Application Rejected,2024-12-16,8
TICKET006003,CUST038802,Incorrect Charges,2024-11-25,4
TICKET006004,CUST091247,ATM Withdrawal Failed,2025-04-15,9
TICKET006005,CUST088391,Incorrect Charges,2024-08-23,7
TICKET006006,CUST063224,Poor Customer Service,2024-08-07,10
TICKET006007,CUST054445,Delayed Refund,2025-02-06,7
TICKET006008,CUST035891,Loan Application Rejected,2025-02-04,3
TICKET006009,CUST075913,Card Not Working,2024-06-17,2
TICKET006010,CUST060674,Card Not Working,2025-04-23,1
TICKET006011,CUST036729,Incorrect Charges,2024-07-25,4
TICKET006012,CUST037595,Card Not Working,2024-07-06,0
TICKET006013,CUST046936,Loan Application Rejected,2025-03-22,2
TICKET006014,CUST098838,Poor Customer Service,2025-03-09,3
TICKET006015,CUST052826,Incorrect Charges,2024-08-21,0
TICKET006016,CUST047868,Account Locked,2024-12-12,5
TICKET006017,CUST083221,Delayed Refund,2025-01-23,1
TICKET006018,CUST004050,Card Not Working,2025-01-22,7
TICKET006019,CUST047262,Account Locked,2024-11-08,6
TICKET006020,CUST073811,Account Locked,2024-10-20,6
TICKET006021,CUST063445,Mobile App Issues,2024-08-31,0
TICKET006022,CUST093336,Mobile App Issues,2024-06-25,4
TICKET006023,CUST031341,Incorrect Charges,2024-06-02,8
TICKET006024,CUST001647,Mobile App Issues,2025-02-08,3
TICKET006025,CUST073281,Incorrect Charges,2025-04-03,8
TICKET006026,CUST085073,Mobile App Issues,2025-02-01,7
TICKET006027,CUST093442,Account Locked,2025-04-05,4
TICKET006028,CUST073355,KYC Verification Delay,2025-01-14,0
TICKET006029,CUST024922,Poor Customer Service,2025-04-27,10
TICKET006030,CUST050024,ATM Withdrawal Failed,2024-11-24,9
TICKET006031,CUST084316,Poor Customer Service,2025-03-23,6
TICKET006032,CUST028351,Delayed Refund,2025-01-30,4
TICKET006033,CUST059699,Card Not Working,2024-11-07,1
TICKET006034,CUST026870,Card Not Working,2025-05-02,6
TICKET006035,CUST050482,KYC Verification Delay,2024-11-02,10
TICKET006036,CUST087351,Card Not Working,2025-04-04,1
TICKET006037,CUST049453,Delayed Refund,2025-01-24,2
TICKET006038,CUST020548,Unauthorized Transaction,2024-05-09,0
TICKET006039,CUST088702,Mobile App Issues,2024-05-27,9
TICKET006040,CUST062190,Loan Application Rejected,2024-10-25,9
TICKET006041,CUST061323,Card Not Working,2025-02-14,2
TICKET006042,CUST029101,Incorrect Charges,2025-01-19,8
TICKET006043,CUST080498,Unauthorized Transaction,2024-10-21,7
TICKET006044,CUST077194,ATM Withdrawal Failed,2024-05-13,3
TICKET006045,CUST030732,ATM Withdrawal Failed,2024-06-08,4
TICKET006046,CUST059385,Poor Customer Service,2025-02-14,8
TICKET006047,CUST004852,Delayed Refund,2025-03-27,3
TICKET006048,CUST056092,Card Not Working,2024-12-26,2
TICKET006049,CUST055105,Loan Application Rejected,2024-07-31,3
TICKET006050,CUST003873,Mobile App Issues,2024-05-16,9
TICKET006051,CUST063481,Delayed Refund,2024-06-28,10
TICKET006052,CUST065862,KYC Verification Delay,2024-12-19,2
TICKET006053,CUST004778,Poor Customer Service,2025-03-04,4
TICKET006054,CUST079435,KYC Verification Delay,2024-12-01,4
TICKET006055,CUST058946,Poor Customer Service,2025-02-28,5
TICKET006056,CUST077351,Poor Customer Service,2024-07-14,9
TICKET006057,CUST003708,Unauthorized Transaction,2024-12-21,9
TICKET006058,CUST041750,Delayed Refund,2024-07-09,6
TICKET006059,CUST099631,Delayed Refund,2025-02-16,1
TICKET006060,CUST065151,Mobile App Issues,2025-04-16,7
TICKET006061,CUST009323,Loan Application Rejected,2024-12-21,7
TICKET006062,CUST015175,KYC Verification Delay,2025-02-16,10
TICKET006063,CUST093399,Loan Application Rejected,2025-04-19,3
TICKET006064,CUST040957,Incorrect Charges,2024-12-23,9
TICKET006065,CUST042828,Account Locked,2024-12-14,1
TICKET006066,CUST094392,Delayed Refund,2024-12-31,4
TICKET006067,CUST049080,Loan Application Rejected,2024-10-10,3
TICKET006068,CUST090704,Unauthorized Transaction,2024-09-16,5
TICKET006069,CUST081301,Unauthorized Transaction,2025-04-24,9
TICKET006070,CUST073684,Account Locked,2025-02-02,1
TICKET006071,CUST050250,Loan Application Rejected,2024-12-22,0
TICKET006072,CUST077165,Account Locked,2024-05-10,6
TICKET006073,CUST068311,Mobile App Issues,2025-04-09,3
TICKET006074,CUST024361,Account Locked,2025-04-03,6
TICKET006075,CUST067684,KYC Verification Delay,2025-03-08,1
TICKET006076,CUST006691,KYC Verification Delay,2024-12-22,10
TICKET006077,CUST094179,Unauthorized Transaction,2025-03-22,10
TICKET006078,CUST061982,Account Locked,2025-03-13,9
TICKET006079,CUST088933,Delayed Refund,2024-05-15,8
TICKET006080,CUST024965,Mobile App Issues,2024-11-09,3
TICKET006081,CUST040631,ATM Withdrawal Failed,2025-03-17,10
TICKET006082,CUST030424,Loan Application Rejected,2024-09-19,4
TICKET006083,CUST083294,Unauthorized Transaction,2024-09-27,1
TICKET006084,CUST095259,Account Locked,2025-01-16,8
TICKET006085,CUST083206,ATM Withdrawal Failed,2025-03-04,1
TICKET006086,CUST005689,ATM Withdrawal Failed,2024-08-23,0
TICKET006087,CUST082067,KYC Verification Delay,2024-07-05,9
TICKET006088,CUST041430,Delayed Refund,2024-05-23,6
TICKET006089,CUST074772,Loan Application Rejected,2024-10-30,6
TICKET006090,CUST018016,Card Not Working,2024-05-17,1
TICKET006091,CUST032669,Poor Customer Service,2025-04-18,3
TICKET006092,CUST075628,Mobile App Issues,2024-06-08,0
TICKET006093,CUST053337,KYC Verification Delay,2025-01-04,10
TICKET006094,CUST041258,Unauthorized Transaction,2025-03-16,6
TICKET006095,CUST037956,Mobile App Issues,2024-05-13,6
TICKET006096,CUST098349,Unauthorized Transaction,2024-11-13,6
TICKET006097,CUST030151,KYC Verification Delay,2025-04-04,8
TICKET006098,CUST003634,Mobile App Issues,2024-08-02,10
TICKET006099,CUST086790,Incorrect Charges,2024-08-26,2
TICKET006100,CUST087926,Mobile App Issues,2024-08-08,10
TICKET006101,CUST073598,ATM Withdrawal Failed,2025-03-17,5
TICKET006102,CUST096425,Poor Customer Service,2024-06-28,1
TICKET006103,CUST024778,Unauthorized Transaction,2024-12-16,5
TICKET006104,CUST064441,Mobile App Issues,2024-05-11,10
TICKET006105,CUST099478,ATM Withdrawal Failed,2024-08-16,3
TICKET006106,CUST006544,Unauthorized Transaction,2025-02-03,1
TICKET006107,CUST092751,Card Not Working,2024-10-27,2
TICKET006108,CUST016316,Loan Application Rejected,2024-07-31,5
TICKET006109,CUST015463,Account Locked,2024-12-02,6
TICKET006110,CUST039377,Loan Application Rejected,2024-05-23,10
TICKET006111,CUST012710,Poor Customer Service,2025-04-17,6
TICKET006112,CUST088816,Mobile App Issues,2024-12-20,6
TICKET006113,CUST018749,Card Not Working,2025-04-09,6
TICKET006114,CUST063123,Unauthorized Transaction,2025-03-14,9
TICKET006115,CUST050825,Mobile App Issues,2024-12-12,8
TICKET006116,CUST024251,Card Not Working,2024-10-05,8
TICKET006117,CUST033732,Incorrect Charges,2024-08-26,8
TICKET006118,CUST098295,Incorrect Charges,2024-08-22,3
TICKET006119,CUST046710,KYC Verification Delay,2024-12-12,5
TICKET006120,CUST072425,Loan Application Rejected,2024-06-21,7
TICKET006121,CUST088316,Delayed Refund,2024-06-02,3
TICKET006122,CUST069965,Card Not Working,2024-06-22,8
TICKET006123,CUST069476,Unauthorized Transaction,2024-09-17,8
TICKET006124,CUST031248,Account Locked,2025-01-16,5
TICKET006125,CUST013281,Mobile App Issues,2024-09-07,7
TICKET006126,CUST023588,KYC Verification Delay,2025-01-04,6
TICKET006127,CUST015577,Poor Customer Service,2024-11-25,0
TICKET006128,CUST009629,Unauthorized Transaction,2024-07-11,2
TICKET006129,CUST016556,Delayed Refund,2024-11-23,1
TICKET006130,CUST002628,ATM Withdrawal Failed,2025-04-15,2
TICKET006131,CUST058134,Delayed Refund,2024-06-29,1
TICKET006132,CUST091096,Unauthorized Transaction,2024-06-30,4
TICKET006133,CUST054076,Mobile App Issues,2024-05-18,4
TICKET006134,CUST083960,KYC Verification Delay,2025-03-08,4
TICKET006135,CUST059965,Unauthorized Transaction,2024-08-02,0
TICKET006136,CUST053669,KYC Verification Delay,2024-10-06,2
TICKET006137,CUST077528,Loan Application Rejected,2024-07-10,7
TICKET006138,CUST069428,Unauthorized Transaction,2024-12-02,10
TICKET006139,CUST024499,Account Locked,2024-11-24,10
TICKET006140,CUST069657,Card Not Working,2024-09-05,9
TICKET006141,CUST069240,Card Not Working,2024-11-14,5
TICKET006142,CUST018624,ATM Withdrawal Failed,2024-05-21,8
TICKET006143,CUST085147,Poor Customer Service,2024-08-25,7
TICKET006144,CUST069572,Poor Customer Service,2025-01-08,1
TICKET006145,CUST064768,Delayed Refund,2025-04-06,10
TICKET006146,CUST050962,Card Not Working,2024-12-02,10
TICKET006147,CUST039450,KYC Verification Delay,2025-02-28,8
TICKET006148,CUST026134,ATM Withdrawal Failed,2024-08-02,10
TICKET006149,CUST000702,Loan Application Rejected,2024-10-26,4
TICKET006150,CUST037071,Poor Customer Service,2024-09-09,2
TICKET006151,CUST024697,Account Locked,2025-03-23,6
TICKET006152,CUST055245,Poor Customer Service,2025-02-26,2
TICKET006153,CUST076571,Incorrect Charges,2025-01-21,7
TICKET006154,CUST080604,Account Locked,2024-09-12,6
TICKET006155,CUST055419,KYC Verification Delay,2024-05-29,7
TICKET006156,CUST088439,Unauthorized Transaction,2024-07-06,2
TICKET006157,CUST008885,KYC Verification Delay,2025-04-29,5
TICKET006158,CUST019244,KYC Verification Delay,2024-12-09,8
TICKET006159,CUST016070,Card Not Working,2025-04-23,5
TICKET006160,CUST056725,ATM Withdrawal Failed,2024-10-27,0
TICKET006161,CUST083954,Card Not Working,2025-04-26,6
TICKET006162,CUST071382,Mobile App Issues,2024-10-20,4
TICKET006163,CUST023443,Delayed Refund,2025-05-03,10
TICKET006164,CUST063191,Account Locked,2024-09-24,1
TICKET006165,CUST062107,Delayed Refund,2025-01-31,7
TICKET006166,CUST069305,Loan Application Rejected,2025-04-02,6
TICKET006167,CUST077438,Card Not Working,2024-10-19,0
TICKET006168,CUST030872,Account Locked,2024-05-27,7
TICKET006169,CUST006760,Account Locked,2024-05-11,2
TICKET006170,CUST062791,Loan Application Rejected,2025-03-19,2
TICKET006171,CUST094514,Account Locked,2024-05-15,8
TICKET006172,CUST080236,Unauthorized Transaction,2025-04-16,6
TICKET006173,CUST082642,KYC Verification Delay,2024-05-29,0
TICKET006174,CUST086583,Incorrect Charges,2024-08-19,6
TICKET006175,CUST032590,Mobile App Issues,2025-05-05,7
TICKET006176,CUST072118,Unauthorized Transaction,2024-07-30,10
TICKET006177,CUST030032,Loan Application Rejected,2025-04-27,6
TICKET006178,CUST053897,Account Locked,2024-11-13,7
TICKET006179,CUST048819,Unauthorized Transaction,2024-12-02,9
TICKET006180,CUST009338,ATM Withdrawal Failed,2025-04-25,10
TICKET006181,CUST029061,ATM Withdrawal Failed,2024-11-08,4
TICKET006182,CUST070023,ATM Withdrawal Failed,2025-03-05,1
TICKET006183,CUST086055,Incorrect Charges,2025-04-25,9
TICKET006184,CUST099408,Poor Customer Service,2024-09-17,2
TICKET006185,CUST093853,KYC Verification Delay,2024-12-17,6
TICKET006186,CUST061133,Incorrect Charges,2024-12-21,4
TICKET006187,CUST081169,Poor Customer Service,2024-09-15,7
TICKET006188,CUST028150,Loan Application Rejected,2024-10-17,7
TICKET006189,CUST000535,Incorrect Charges,2024-10-11,7
TICKET006190,CUST001562,Mobile App Issues,2024-06-03,6
TICKET006191,CUST032397,ATM Withdrawal Failed,2024-10-22,5
TICKET006192,CUST027029,Unauthorized Transaction,2024-11-10,7
TICKET006193,CUST056510,Delayed Refund,2025-02-28,8
TICKET006194,CUST017218,Delayed Refund,2024-06-25,2
TICKET006195,CUST076195,Account Locked,2025-04-09,0
TICKET006196,CUST056883,Incorrect Charges,2024-07-21,8
TICKET006197,CUST017847,Loan Application Rejected,2024-12-04,10
TICKET006198,CUST062141,Card Not Working,2024-05-13,1
TICKET006199,CUST065506,Mobile App Issues,2024-07-06,1
TICKET006200,CUST025147,Card Not Working,2024-07-26,0
TICKET006201,CUST031774,Poor Customer Service,2024-07-14,7
TICKET006202,CUST026286,Card Not Working,2024-09-11,6
TICKET006203,CUST060717,Loan Application Rejected,2025-03-20,5
TICKET006204,CUST048604,Incorrect Charges,2025-03-04,0
TICKET006205,CUST068505,Card Not Working,2025-01-22,6
TICKET006206,CUST091660,Card Not Working,2024-05-06,3
TICKET006207,CUST074955,Delayed Refund,2025-02-03,1
TICKET006208,CUST070088,Account Locked,2024-10-26,10
TICKET006209,CUST018997,Unauthorized Transaction,2024-08-02,8
TICKET006210,CUST070411,KYC Verification Delay,2024-11-29,0
TICKET006211,CUST027054,Incorrect Charges,2025-04-19,1
TICKET006212,CUST098178,ATM Withdrawal Failed,2024-12-08,8
TICKET006213,CUST047669,ATM Withdrawal Failed,2024-10-19,5
TICKET006214,CUST017781,Poor Customer Service,2024-09-22,5
TICKET006215,CUST035983,Unauthorized Transaction,2024-11-06,1
TICKET006216,CUST047031,Delayed Refund,2024-12-28,4
TICKET006217,CUST075805,Incorrect Charges,2024-07-23,5
TICKET006218,CUST004350,Unauthorized Transaction,2024-05-22,9
TICKET006219,CUST079327,Account Locked,2025-02-11,8
TICKET006220,CUST086972,Mobile App Issues,2024-10-19,5
TICKET006221,CUST095365,Account Locked,2024-05-22,6
TICKET006222,CUST022389,Delayed Refund,2024-07-17,4
TICKET006223,CUST060145,Poor Customer Service,2024-08-14,1
TICKET006224,CUST022042,Card Not Working,2025-01-28,9
TICKET006225,CUST028983,ATM Withdrawal Failed,2024-09-08,10
TICKET006226,CUST028816,Poor Customer Service,2024-06-30,6
TICKET006227,CUST042338,Mobile App Issues,2025-01-23,3
TICKET006228,CUST040512,Delayed Refund,2024-09-20,3
TICKET006229,CUST082260,KYC Verification Delay,2024-07-29,2
TICKET006230,CUST095905,KYC Verification Delay,2024-06-19,5
TICKET006231,CUST002040,Delayed Refund,2024-10-30,1
TICKET006232,CUST025197,Card Not Working,2025-03-09,6
TICKET006233,CUST031490,Delayed Refund,2024-12-17,7
TICKET006234,CUST057524,Card Not Working,2024-09-01,3
TICKET006235,CUST082292,Poor Customer Service,2024-09-03,1
TICKET006236,CUST021554,KYC Verification Delay,2024-12-16,9
TICKET006237,CUST077197,Account Locked,2025-05-06,8
TICKET006238,CUST027355,Poor Customer Service,2024-06-14,8
TICKET006239,CUST088431,ATM Withdrawal Failed,2024-05-18,4
TICKET006240,CUST024867,Account Locked,2025-02-19,8
TICKET006241,CUST011915,Mobile App Issues,2024-10-28,9
TICKET006242,CUST075779,Card Not Working,2024-09-15,0
TICKET006243,CUST007088,Mobile App Issues,2025-01-07,2
TICKET006244,CUST028422,Incorrect Charges,2025-02-14,7
TICKET006245,CUST095975,Loan Application Rejected,2024-08-17,3
TICKET006246,CUST007276,KYC Verification Delay,2024-12-24,2
TICKET006247,CUST048149,KYC Verification Delay,2024-08-11,8
TICKET006248,CUST027438,Incorrect Charges,2025-02-15,2
TICKET006249,CUST096792,Account Locked,2024-05-14,2
TICKET006250,CUST024681,Unauthorized Transaction,2025-03-03,6
TICKET006251,CUST085994,Mobile App Issues,2025-03-30,3
TICKET006252,CUST006582,Account Locked,2024-06-24,1
TICKET006253,CUST080450,Card Not Working,2024-06-30,1
TICKET006254,CUST093082,ATM Withdrawal Failed,2024-07-27,0
TICKET006255,CUST034737,Poor Customer Service,2025-04-25,0
TICKET006256,CUST050077,KYC Verification Delay,2025-01-06,9
TICKET006257,CUST003810,Unauthorized Transaction,2024-11-08,5
TICKET006258,CUST083578,ATM Withdrawal Failed,2025-02-03,4
TICKET006259,CUST019520,Incorrect Charges,2024-07-19,10
TICKET006260,CUST019772,Account Locked,2025-03-15,4
TICKET006261,CUST085981,KYC Verification Delay,2024-07-08,10
TICKET006262,CUST001156,Unauthorized Transaction,2024-07-15,1
TICKET006263,CUST023268,Mobile App Issues,2024-07-30,5
TICKET006264,CUST018677,ATM Withdrawal Failed,2024-05-09,6
TICKET006265,CUST043606,Mobile App Issues,2024-08-04,6
TICKET006266,CUST066002,ATM Withdrawal Failed,2025-03-13,10
TICKET006267,CUST071737,Loan Application Rejected,2024-11-23,4
TICKET006268,CUST034408,Account Locked,2024-12-27,1
TICKET006269,CUST016390,Mobile App Issues,2024-07-11,8
TICKET006270,CUST043924,Unauthorized Transaction,2024-12-10,4
TICKET006271,CUST006649,Loan Application Rejected,2024-11-22,9
TICKET006272,CUST046738,Delayed Refund,2025-05-03,4
TICKET006273,CUST003322,Poor Customer Service,2024-10-23,9
TICKET006274,CUST036078,KYC Verification Delay,2024-08-06,8
TICKET006275,CUST087296,Unauthorized Transaction,2025-04-06,0
TICKET006276,CUST003750,Incorrect Charges,2025-02-09,3
TICKET006277,CUST083134,Account Locked,2024-11-03,5
TICKET006278,CUST098937,Incorrect Charges,2025-04-30,10
TICKET006279,CUST003876,Unauthorized Transaction,2025-01-10,3
TICKET006280,CUST060715,Card Not Working,2025-01-23,8
TICKET006281,CUST066513,ATM Withdrawal Failed,2025-02-15,0
TICKET006282,CUST005846,Incorrect Charges,2024-06-15,9
TICKET006283,CUST056475,Delayed Refund,2025-01-19,8
TICKET006284,CUST057579,ATM Withdrawal Failed,2024-08-27,0
TICKET006285,CUST066722,Poor Customer Service,2024-05-15,8
TICKET006286,CUST024281,Card Not Working,2025-01-22,9
TICKET006287,CUST085291,ATM Withdrawal Failed,2025-03-02,7
TICKET006288,CUST082174,Loan Application Rejected,2024-08-21,7
TICKET006289,CUST018813,Account Locked,2024-06-20,6
TICKET006290,CUST049965,Account Locked,2024-09-02,1
TICKET006291,CUST061956,Card Not Working,2024-08-14,2
TICKET006292,CUST059292,Loan Application Rejected,2024-11-20,5
TICKET006293,CUST029302,Unauthorized Transaction,2024-05-22,8
TICKET006294,CUST012819,Card Not Working,2025-03-17,3
TICKET006295,CUST046605,Account Locked,2024-07-14,6
TICKET006296,CUST007616,ATM Withdrawal Failed,2024-09-16,5
TICKET006297,CUST096355,ATM Withdrawal Failed,2024-06-10,10
TICKET006298,CUST040053,Poor Customer Service,2024-06-23,9
TICKET006299,CUST058159,Unauthorized Transaction,2024-12-25,2
TICKET006300,CUST058059,Poor Customer Service,2024-05-06,9
TICKET006301,CUST073740,Account Locked,2024-05-12,1
TICKET006302,CUST094046,Account Locked,2025-03-30,1
TICKET006303,CUST072130,Delayed Refund,2024-10-21,9
TICKET006304,CUST073412,Incorrect Charges,2025-05-03,3
TICKET006305,CUST083012,Delayed Refund,2025-04-10,2
TICKET006306,CUST033411,Account Locked,2024-08-01,6
TICKET006307,CUST025888,Unauthorized Transaction,2024-06-09,2
TICKET006308,CUST093365,Unauthorized Transaction,2024-12-10,9
TICKET006309,CUST063059,Unauthorized Transaction,2024-11-24,7
TICKET006310,CUST045495,Unauthorized Transaction,2025-04-08,1
TICKET006311,CUST066542,Loan Application Rejected,2025-04-05,4
TICKET006312,CUST048348,Loan Application Rejected,2024-05-25,6
TICKET006313,CUST035431,Poor Customer Service,2025-04-10,4
TICKET006314,CUST073537,Unauthorized Transaction,2024-07-16,0
TICKET006315,CUST007982,Account Locked,2025-03-31,0
TICKET006316,CUST088062,Delayed Refund,2024-12-24,2
TICKET006317,CUST061856,Incorrect Charges,2024-12-16,9
TICKET006318,CUST027887,KYC Verification Delay,2024-12-13,10
TICKET006319,CUST053365,Incorrect Charges,2025-01-02,0
TICKET006320,CUST096735,Delayed Refund,2025-03-28,7
TICKET006321,CUST069100,KYC Verification Delay,2025-03-10,3
TICKET006322,CUST015057,Delayed Refund,2024-10-30,0
TICKET006323,CUST068463,Incorrect Charges,2024-07-19,3
TICKET006324,CUST070797,Card Not Working,2025-03-03,3
